CIRCUITS REPORT
=============================================================================================================================================== 
  CIRC    FROM    TO      Pik (MW)  Qik (MVAr)   Sik (MVA)   Pki (MW)  Qki (MVAr)    Ski (MVA)  Cap (MVA)    Loading    Ploss (MW)  Qloss (MVAr)
 3545   4550   1824       31.61        0.00       31.61      -31.61       0.00       -31.61   440.0000       0.0718        0.000        0.000
 3546   2167   1825       10.48        0.00       10.48      -10.48       0.00       -10.48   322.0000       0.0325        0.000        0.000
 3547   2167   1825       10.57        0.00       10.57      -10.57       0.00       -10.57   322.0000       0.0328        0.000        0.000
 3548   3670   1826       15.14        0.00       15.14      -15.14       0.00       -15.14   507.0000       0.0299        0.000        0.000
 3549   3670   1826       11.26        0.00       11.26      -11.26       0.00       -11.26   376.0000       0.0300        0.000        0.000
 3550   3014   1827       -2.30        0.00       -2.30        2.30       0.00         2.30   1306.0000       0.0018        0.000        0.000
 3551   3542   1827      -29.73        0.00      -29.73       29.73       0.00        29.73   148.0000       0.2009        0.000        0.000
 3552   1963   1829      -60.86        0.00      -60.86       60.86       0.00        60.86   1246.0000       0.0488        0.000        0.000
 3553   2714   1829      158.80        0.00      158.80     -158.80       0.00      -158.80   1579.0000       0.1006        0.000        0.000
 3554   4072   1830       13.90        0.00       13.90      -13.90       0.00       -13.90   272.0000       0.0511        0.000        0.000
 3555   3085   1831       52.70        0.00       52.70      -52.70       0.00       -52.70   347.0000       0.1519        0.000        0.000
 3556   3554   1832      -13.76        0.00      -13.76       13.76       0.00        13.76   1170.0000       0.0118        0.000        0.000
 3557   4412   1832      -55.10        0.00      -55.10       55.10       0.00        55.10   244.0000       0.2258        0.000        0.000
 3558   5769   1832      -17.20        0.00      -17.20       17.20       0.00        17.20   690.0000       0.0249        0.000        0.000
 3559   3554   1832      -13.61        0.00      -13.61       13.61       0.00        13.61   1150.0000       0.0118        0.000        0.000
 3560   4677   1833       53.04        0.00       53.04      -53.04       0.00       -53.04   420.0000       0.1263        0.000        0.000
 3561   4677   1833       53.04        0.00       53.04      -53.04       0.00       -53.04   420.0000       0.1263        0.000        0.000
 3562   4733   1835       -0.07        0.00       -0.07        0.07       0.00         0.07   907.0000       0.0001        0.000        0.000
 3563   5809   1836       15.90        0.00       15.90      -15.90       0.00       -15.90   952.0000       0.0167        0.000        0.000
 3564   5426   1837       10.14        0.00       10.14      -10.14       0.00       -10.14   296.0000       0.0343        0.000        0.000
 3565   2022   1838       -7.00        0.00       -7.00        7.00       0.00         7.00   314.0000       0.0223        0.000        0.000
 3566   2420   1838       13.00        0.00       13.00      -13.00       0.00       -13.00   563.0000       0.0231        0.000        0.000
 3567   2854   1838        0.00        0.00        0.00        0.00       0.00         0.00   194.0000       0.0000        0.000        0.000
 3568   3635   1838       -1.00        0.00       -1.00        1.00       0.00         1.00   3938.0000       0.0003        0.000        0.000
 3569   4869   1838        1.59        0.00        1.59       -1.59       0.00        -1.59   144.0000       0.0110        0.000        0.000
 3570   5318   1838       -5.61        0.00       -5.61        5.61       0.00         5.61   298.0000       0.0188        0.000        0.000
 3571   2477   1838        0.89        0.00        0.89       -0.89       0.00        -0.89   193.0000       0.0046        0.000        0.000
 3572   5465   1839      134.88        0.00      134.88     -134.88       0.00      -134.88   473.0000       0.2852        0.000        0.000
 3573   5526   1839       -2.54        0.00       -2.54        2.54       0.00         2.54   473.0000       0.0054        0.000        0.000
 3574   5365   1841       -1.20        0.00       -1.20        1.20       0.00         1.20   471.0000       0.0025        0.000        0.000
 3575   5366   1840       36.00        0.00       36.00      -36.00       0.00       -36.00   471.0000       0.0764        0.000        0.000
 3576   2136   1842        7.14        0.00        7.14       -7.14       0.00        -7.14   192.0000       0.0372        0.000        0.000
 3577   2604   1842       -7.34        0.00       -7.34        7.34       0.00         7.34   271.0000       0.0271        0.000        0.000
 3578   2023   1843       -5.85        0.00       -5.85        5.85       0.00         5.85    74.0000       0.0791        0.000        0.000
 3579   2329   1843      -19.96        0.00      -19.96       19.96       0.00        19.96   290.0000       0.0688        0.000        0.000
 3580   4888   1843      -16.43        0.00      -16.43       16.43       0.00        16.43   123.0000       0.1335        0.000        0.000
 3581   5334   1844      108.04        0.00      108.04     -108.04       0.00      -108.04   413.0000       0.2616        0.000        0.000
 3582   1944   1848       -0.20        0.00       -0.20        0.20       0.00         0.20   984.0000       0.0002        0.000        0.000
 3583   2882   1852      -21.10        0.00      -21.10       21.10       0.00        21.10   130.0000       0.1623        0.000        0.000
 3584   4275   1853       30.09        0.00       30.09      -30.09       0.00       -30.09   492.0000       0.0611        0.000        0.000
 3585   2305   1854      -11.89        0.00      -11.89       11.89       0.00        11.89   206.0000       0.0577        0.000        0.000
 3586   2502   1854       46.99        0.00       46.99      -46.99       0.00       -46.99   397.0000       0.1184        0.000        0.000
 3587   2261   1857       -6.00        0.00       -6.00        6.00       0.00         6.00   436.0000       0.0138        0.000        0.000
 3588   2427   1857       11.77        0.00       11.77      -11.77       0.00       -11.77   171.0000       0.0689        0.000        0.000
 3589   4329   1857        0.61        0.00        0.61       -0.61       0.00        -0.61   232.0000       0.0026        0.000        0.000
 3590   2778   1858       -0.75        0.00       -0.75        0.75       0.00         0.75   724.0000       0.0010        0.000        0.000
 3591   4008   1858       29.95        0.00       29.95      -29.95       0.00       -29.95   383.0000       0.0782        0.000        0.000
 3592   4743   1859       40.70        0.00       40.70      -40.70       0.00       -40.70   337.0000       0.1208        0.000        0.000
 3593   3070   1860       17.66        0.00       17.66      -17.66       0.00       -17.66   442.0000       0.0399        0.000        0.000
 3594   3076   1860      -17.66        0.00      -17.66       17.66       0.00        17.66   326.0000       0.0542        0.000        0.000
 3595   3035   1861        0.00        0.00        0.00        0.00       0.00         0.00   2313.0000       0.0000        0.000        0.000
 3596   3335   1862        8.59        0.00        8.59       -8.59       0.00        -8.59   550.0000       0.0156        0.000        0.000
 3597   4025   1862        0.00        0.00        0.00        0.00       0.00         0.00   1376.0000       0.0000        0.000        0.000
 3598   4287   1862       -8.59        0.00       -8.59        8.59       0.00         8.59   1069.0000       0.0080        0.000        0.000
 3599   3653   1863        0.00        0.00        0.00        0.00       0.00         0.00   2495.0000       0.0000        0.000        0.000
 3600   4013   1867       66.40        0.00       66.40      -66.40       0.00       -66.40   1459.0000       0.0455        0.000        0.000
 3601   4510   1868       35.80        0.00       35.80      -35.80       0.00       -35.80   546.0000       0.0656        0.000        0.000
 3602   4130   1869      -32.42        0.00      -32.42       32.42       0.00        32.42   297.0000       0.1092        0.000        0.000
 3603   1730   1870       -6.49        0.00       -6.49        6.49       0.00         6.49   266.0000       0.0244        0.000        0.000
 3604   2304   1870      -23.59        0.00      -23.59       23.59       0.00        23.59   178.0000       0.1325        0.000        0.000
 3605   3196   1870       40.84        0.00       40.84      -40.84       0.00       -40.84   194.0000       0.2105        0.000        0.000
 3606   5142   1872      -31.50        0.00      -31.50       31.50       0.00        31.50   163.0000       0.1933        0.000        0.000
